VRM,OfferDate,Condition,Age,Mileage,PreviousOwners,ServiceHistory,Make,Model,TransmissionType,FuelType,Colour,BodyType,TradeValuation1,CompetitorB,CompetitorC
MA09YKL,2021-05-10,good,12.1,77300,1,partial,Ford,C-Max,Manual,Diesel,Blue,MPV,1036,828,1200
B6CRU,2021-05-10,good,7.7,52000,3,full,BMW,1 Series,Manual,Petrol,Grey,Hatchback,5488,4790,5850
P777MPC,2021-05-10,good,8.6,91000,3,partial,Volvo,V40,Manual,Diesel,Blue,Hatchback,3412,2527,3000
YK63HVU,2021-05-10,good,7.7,140000,2,partial,Nissan,Qashqai,Manual,Diesel,Black,SUV,2613,2138,2650
Y30ALR,2021-05-10,excellent,8.1,62000,2,partial,Ford,Galaxy,Automatic,Diesel,Silver,MPV,6740,6000,5350
PF59DYJ,2021-05-10,average,11.3,75000,2,partial,Audi,A3,Manual,Diesel,Blue,Hatchback,2788,2099,2725
LL13JUE,2021-05-10,good,7.9,93500,2,partial,Audi,A4 Avant,Manual,Diesel,Black,Estate,7141,6039,7600
LX12ZKS,2021-05-10,average,9.2,72600,1,partial,Citroen,DS3,Manual,Petrol,Red,Hatchback,2139,1506,1775
LN56OUW,2021-05-10,poor,14.6,101050,3,partial,Peugeot,207,Manual,Petrol,Blue,Hatchback,150,50,175
B35SYS,2021-05-10,average,13.7,86000,2,partial,MINI,Hatch,Manual,Petrol,White,Hatchback,909,548,975
SJ63EEB,2021-05-10,good,7.7,75000,3,full,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,2379,1973,2600
AV58HYG,2021-05-10,average,12.6,40000,1,full,Toyota,Yaris,Automatic,Petrol,Grey,Hatchback,2490,2081,2400
FN12OGT,2021-05-10,poor,9.2,80500,1,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,1878,1118,1525
AP56HGL,2021-05-10,average,14.4,126500,2,full,BMW,3 Series,Manual,Diesel,Black,Saloon,563,564,975
MA64CPU,2021-05-10,poor,6.6,76000,1,partial,Hyundai,ix35,Manual,Diesel,Silver,SUV,5091,4110,4125
SB65UBU,2021-05-10,excellent,5.5,53000,2,full,Vauxhall,Viva,Manual,Petrol,Blue,Hatchback,3006,3635,3625
LT63LNV,2021-05-10,poor,7.6,67000,3,partial,Toyota,AYGO,Manual,Petrol,Black,Hatchback,1946,1204,1575
CF13MVO,2021-05-10,average,7.8,50000,1,partial,Dacia,Duster,Manual,Diesel,Grey,SUV,2833,2099,2925
FH14SZR,2021-05-10,good,6.8,59700,2,full,Ford,Focus,Manual,Petrol,Red,Hatchback,3559,3122,3675
SA13UZD,2021-05-10,average,8.1,62000,2,full,Honda,Civic,Manual,Petrol,Silver,Hatchback,3457,2593,3400
BG18CFN,2021-05-10,good,3.1,66624,1,full,BMW,X6,Automatic,Diesel,Black,SUV,25539,24801,25500
HY13XUX,2021-05-10,good,8.1,30800,2,full,Mazda,MX-5,Manual,Petrol,Silver,Convertible,9248,8452,9150
EO10CHF,2021-05-10,poor,11.2,78500,2,full,SEAT,Ibiza,Manual,Petrol,Blue,Hatchback,1259,816,1300
LC15MJE,2021-05-10,good,5.9,75200,1,full,Kia,Ceed,Manual,Diesel,Black,Hatchback,3819,3122,4250
GK64OUB,2021-05-10,poor,6.7,61600,1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,5183,4576,4675
DU11ASU,2021-05-10,good,6.6,68000,1,none,Audi,A6 Saloon,Automatic,Diesel,Black,Saloon,10116,8828,9250
PN09XEJ,2021-05-10,average,12.2,160000,3,none,Nissan,Qashqai,Manual,Diesel,Beige,Hatchback,530,453,800
W7BLB,2021-05-10,average,10,89000,1,partial,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,3103,2175,2925
MF13BCY,2021-05-10,good,8,44000,0,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,3248,2496,3450
BJ14BOF,2021-05-10,poor,7.1,66452,2,partial,Citroen,C4 Picasso,Manual,Diesel,Blue,MPV,4244,2821,3575
NL10UWF,2021-05-10,average,10.9,47000,3,partial,Vauxhall,Astra,Manual,Petrol,Grey,Hatchback,1734,1191,1850
YX13UWS,2021-05-10,average,8.1,47000,2,partial,Citroen,C3 Picasso,Manual,Diesel,Grey,MPV,2739,1589,2225
KS58ZTV,2021-05-10,good,12.2,87950,3,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,618,454,900
BC18DEC,2021-05-10,good,2.8,25540,2,full,Audi,RS6 Avant,Automatic,Petrol,Black,Estate,52771,54166,53100
WG12LLO,2021-05-10,good,8.8,62000,2,partial,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1557,1130,1675
KM11DJE,2021-05-10,excellent,10,57000,1,full,Mercedes-Benz,E Class,Automatic,Diesel,Grey,Coupe,5814,5705,6000
SD13JFF,2021-05-10,excellent,8.1,48980,3,full,Citroen,DS3,Manual,Petrol,White,Hatchback,2940,2820,2950
DG62ZZM,2021-05-10,average,8.6,32305,1,none,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,2877,1688,2375
FN65YJD,2021-05-10,good,5.7,45500,2,full,Fiat,500,Manual,Petrol,Black,Hatchback,4034,3737,3900
P16DHM,2021-05-10,average,7.6,100000,1,full,SEAT,Leon,Manual,Petrol,Red,Hatchback,4751,3577,3975
M18CMY,2021-05-10,good,9.7,131548,1,full,Volkswagen,Golf,Manual,Diesel,Black,Hatchback,2037,1721,2325
D2PMD,2021-05-10,excellent,4.6,60000,3,full,Audi,A6 Avant,Automatic,Diesel,Black,Estate,13491,14200,14300
CL10JSJ,2021-05-10,excellent,9.1,80000,1,full,Mercedes-Benz,E Class,Automatic,Diesel,White,Coupe,6037,6235,6250
M25FOD,2021-05-10,excellent,10.3,56600,3,full,SKODA,Fabia,Automatic,Petrol,White,Hatchback,3749,3215,3650
HJ08KNC,2021-05-11,poor,13.2,78947,2,full,Citroen,Grand C4 Picasso,Manual,Petrol,Red,MPV,761,314,550
AK64MMF,2021-05-11,poor,6.5,38000,1,partial,Kia,Picanto,Manual,Petrol,White,Hatchback,3603,2318,2725
MF12NVL,2021-05-11,average,9.1,108000,3,partial,Ford,Fiesta,Manual,Petrol,Black,Hatchback,1095,657,1100
KT57PNF,2021-05-11,good,13.5,170000,2,full,BMW,5 Series,Automatic,Diesel,Black,Saloon,1148,1081,1725
MK09VRC,2021-05-11,good,12,98000,2,none,Vauxhall,Zafira,Manual,Petrol,Blue,MPV,707,524,850
YX14KVW,2021-05-11,excellent,7,48000,4,partial,Vauxhall,Astra,Manual,Petrol,Blue,Hatchback,8642,7360,7850
SY61YTF,2021-05-11,average,9.3,30423,3,full,Renault,Twingo,Manual,Petrol,Blue,Hatchback,1429,707,1150
FE15SPZ,2021-05-11,good,6.2,72750,3,full,BMW,2 Series,Manual,Diesel,Grey,Coupe,8501,8151,8300
SA60GRK,2021-05-11,average,10.6,80000,2,partial,Volkswagen,Polo,Manual,Petrol,Red,Hatchback,1861,1185,1775
FY64PYH,2021-05-11,average,6.6,148000,0,full,Volvo,V40,Manual,Diesel,Blue,Hatchback,3816,2646,3600
GK58YJS,2021-05-11,good,12.7,90000,2,partial,Peugeot,308,Manual,Petrol,Grey,Hatchback,471,496,625
MJ61XHD,2021-05-11,good,9.4,73000,4,full,Vauxhall,Zafira,Manual,Petrol,Black,MPV,1941,1237,1750
WV56UUJ,2021-05-11,poor,14.6,63000,2,partial,Ford,Focus,Manual,Petrol,Grey,Hatchback,934,317,525
WF62YPO,2021-05-11,average,8.5,112000,1,full,BMW,3 Series,Manual,Diesel,Grey,Estate,5745,4491,5000
CU63XSX,2021-05-11,average,7.6,75000,2,none,Suzuki,Alto,Manual,Petrol,Silver,Hatchback,1049,645,1150
LC67DHX,2021-05-11,excellent,3.5,7000,1,full,Tesla,Model S,Automatic,Electric,White,Hatchback,39562,39275,41000
R5VET,2021-05-11,good,8.1,56000,1,full,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Saloon,7440,7174,6750
CN08VRO,2021-05-11,excellent,13,100000,3,full,Audi,Q7,Automatic,Diesel,Silver,SUV,5850,6245,5800
SH15FHL,2021-05-11,average,5.9,32900,0,partial,Peugeot,208,Manual,Petrol,Silver,Hatchback,3612,3082,3400
CF11NPC,2021-05-11,good,9.8,67860,2,none,Nissan,Qashqai,Manual,Diesel,White,SUV,3578,2501,3900
BN62BUU,2021-05-11,poor,8.7,84125,2,full,Fiat,500,Manual,Petrol,Blue,Hatchback,1771,1020,1375
YR63VPZ,2021-05-11,good,7.5,66000,3,none,Vauxhall,Astra,Manual,Diesel,Grey,Hatchback,3028,2241,3050
MR02JJK,2021-05-11,good,9.7,70000,2,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,1388,893,1400
LN60YHZ,2021-05-11,poor,10.6,39820,1,full,Ford,Focus,Manual,Petrol,Grey,Hatchback,2492,1393,1650
LL60HWY,2021-05-11,average,10.3,51630,0,full,Hyundai,Santa Fe,Automatic,Diesel,Silver,SUV,5798,5104,5650
WN07EXA,2021-05-11,poor,14.1,55000,1,none,Citroen,C2,Manual,Petrol,Black,Hatchback,150,215,350
KV64ZFW,2021-05-11,good,6.6,86000,3,partial,BMW,1 Series,Manual,Diesel,Blue,Hatchback,5867,5719,6050
HG09PZP,2021-05-11,average,11.9,51433,3,partial,Kia,Rio,Manual,Diesel,Silver,Hatchback,766,525,700
WD63SKZ,2021-05-11,average,7.3,36500,1,full,Audi,TT,Automatic,Petrol,Grey,Coupe,10257,8735,9450
HG09ZFM,2021-05-11,poor,11.8,94000,2,none,Nissan,Qashqai,Manual,Petrol,Black,Hatchback,1382,757,1300
LV64KXZ,2021-05-11,good,6.6,83400,3,full,Vauxhall,Zafira,Manual,Petrol,Black,MPV,2472,2458,2625
ST08VCN,2021-05-11,average,12.8,187000,3,partial,Ford,Mondeo,Manual,Diesel,Silver,Hatchback,150,407,450
MV14ZVJ,2021-05-11,average,7.1,27000,2,full,Smart,fortwo,Automatic,Petrol,Black,Coupe,3363,2590,3050
NL62OJP,2021-05-11,average,8.6,64000,2,partial,Vauxhall,Corsa,Manual,Petrol,Red,Hatchback,2166,438,1950
YH66UZM,2021-05-11,excellent,4.6,94000,3,none,Mercedes-Benz,E Class,Automatic,Diesel,Grey,Saloon,11840,12130,12250
WK64UPE,2021-05-11,good,6.6,63300,1,partial,Peugeot,108,Manual,Petrol,Black,Hatchback,3227,2929,2950
MJ13XNV,2021-05-11,poor,8,35000,2,full,Vauxhall,Astra,Manual,Petrol,White,Hatchback,3449,2399,3100
N222HOY,2021-05-11,good,7.8,52000,1,full,Honda,Civic,Manual,Petrol,Grey,Hatchback,4334,4173,4600
SD60NPX,2021-05-11,good,10.6,42618,4,partial,Mazda,MX-5,Manual,Petrol,Silver,Convertible,5715,4503,5200
WM12HXR,2021-05-11,average,8.9,114000,3,partial,Fiat,500,Manual,Petrol,Grey,Hatchback,1238,655,1225
HG60XZU,2021-05-11,poor,10.3,53000,1,partial,Chevrolet,Spark,Manual,Petrol,Green,Hatchback,703,421,600
EY60AOB,2021-05-11,good,10.5,68000,4,full,Peugeot,107,Automatic,Petrol,Blue,Hatchback,1712,1316,1800
DS12PNV,2021-05-11,good,8.8,58500,1,full,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,2091,1905,2325
EO67YDV,2021-05-11,excellent,3.6,80000,2,full,Volkswagen,Golf,Automatic,Petrol,Silver,Hatchback,9097,9300,9100
PE57MMK,2021-05-11,good,13.7,55000,1,partial,Honda,Civic,Manual,Petrol,Black,Hatchback,1494,1144,1725
SG09JVU,2021-05-11,average,12,55000,2,full,Renault,Clio,Manual,Petrol,Blue,Estate,1046,560,1050
KP60ZVB,2021-05-11,good,10.4,73325,2,full,Ford,S-Max,Manual,Diesel,Black,MPV,3755,2968,3700
LD13CXS,2021-05-11,good,8,31700,1,full,Toyota,AYGO,Automatic,Petrol,Silver,Hatchback,3308,3248,3500
TK07HBM,2021-05-11,good,13.8,61000,4,partial,BMW,1 Series,Automatic,Petrol,Red,Hatchback,2572,1526,2325
WU59HZW,2021-05-11,average,11.6,80000,2,partial,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,741,411,700
WN14OZX,2021-05-11,poor,7.1,53500,1,partial,Toyota,Yaris,Manual,Petrol,Red,Hatchback,3680,2408,3100
SD10TWW,2021-05-11,good,11.1,86000,3,full,Volkswagen,Golf,Manual,Petrol,White,Hatchback,5973,5079,5650
RS03NOV,2021-05-11,good,7.1,50000,1,partial,Citroen,DS3,Manual,Petrol,White,Hatchback,3160,2348,3400
BX63NKO,2021-05-11,good,7.7,40000,2,partial,Mercedes-Benz,A Class,Automatic,Petrol,White,Hatchback,16998,16352,16750
MF65BXU,2021-05-11,excellent,5.4,97000,1,full,Jaguar,XE,Automatic,Diesel,White,Saloon,6955,7560,7400
EA63YYV,2021-05-11,good,7.5,50450,2,partial,Hyundai,ix35,Manual,Diesel,Black,SUV,5471,4579,5650
MK13HRO,2021-05-11,good,8.2,101653,2,partial,Land Rover,Range Rover Evoque,Automatic,Diesel,Grey,SUV,10433,9763,10300
YK11LHH,2021-05-11,average,10.2,75000,2,partial,Ford,C-Max,Manual,Petrol,Black,MPV,1926,864,1325
FG65MZD,2021-05-11,average,5.6,82000,1,full,Honda,Civic,Manual,Petrol,Grey,Hatchback,4387,3623,3925
DC15YEV,2021-05-11,average,5.7,62000,1,partial,Peugeot,308,Manual,Diesel,Black,Hatchback,3752,3574,3950
N25BMS,2021-05-11,good,7.2,63500,2,full,SEAT,Leon,Manual,Diesel,White,Estate,5321,4898,5800
RO08FAA,2021-05-11,good,13.1,83000,2,partial,Porsche,Boxster,Manual,Petrol,Grey,Convertible,9190,9973,9400
L17LEU,2021-05-11,excellent,9,119000,3,full,BMW,5 Series,Automatic,Diesel,Blue,Saloon,5864,5670,5550
WR13XYN,2021-05-11,good,7.9,56000,0,full,Renault,Clio,Manual,Petrol,White,Hatchback,2805,2306,3450
WL62EWP,2021-05-11,good,8.3,82500,2,full,Kia,Sportage,Manual,Diesel,Brown,SUV,4688,3823,4750
PN59MZZ,2021-05-11,good,11.7,94500,2,none,Audi,A5,Manual,Diesel,White,Coupe,4140,2937,3950
RO13OFH,2021-05-11,excellent,7.9,45753,1,partial,Nissan,Juke,Manual,Petrol,White,SUV,4231,4350,5050
HV58VSD,2021-05-11,poor,12.6,152000,1,none,Volkswagen,Passat,Manual,Diesel,Blue,Estate,583,379,650
SM62TXY,2021-05-11,good,8.4,110000,1,full,Audi,A4 Allroad,Manual,Diesel,Silver,Estate,6099,5335,5800
EN57OJK,2021-05-11,average,13.3,109000,2,none,Ford,Mondeo,Manual,Diesel,Grey,Hatchback,1064,502,825
GL57TWF,2021-05-11,average,13.3,141000,4,partial,Audi,A5,Manual,Diesel,Black,Coupe,2361,2160,2600
MW12ZMX,2021-05-11,good,8.8,47894,1,full,Ford,Focus,Manual,Petrol,Red,Hatchback,3304,2684,3300
MD08DNX,2021-05-11,poor,12.7,100000,2,full,Audi,A3,Manual,Petrol,Red,Hatchback,1028,802,1175
W10MPA,2021-05-11,good,8.2,55000,4,full,Mercedes-Benz,E Class,Automatic,Diesel,Silver,Saloon,7489,7156,6450
YF16ZSP,2021-05-11,good,4.9,70000,2,full,BMW,3 Series,Automatic,Diesel,Blue,Saloon,14134,13813,14450
LC59WJF,2021-05-11,good,11.4,164196,3,partial,Peugeot,407,Manual,Diesel,Silver,Saloon,150,258,300
J88LMT,2021-05-11,good,5.4,70000,2,partial,Nissan,Qashqai,Manual,Diesel,Black,SUV,6787,6410,7200
LB59DFX,2021-05-11,poor,11.4,85000,1,partial,SKODA,Fabia,Manual,Diesel,Beige,Estate,1286,520,850
SA11PKE,2021-05-11,good,9.9,68000,3,none,SEAT,Ibiza,Manual,Petrol,White,Hatchback,2066,1708,2325
C18VDP,2021-05-11,poor,8.4,97300,1,full,BMW,1 Series,Manual,Petrol,Black,Hatchback,3611,2809,3125
KL08PHO,2021-05-11,poor,13.1,70000,3,partial,Toyota,Auris,Manual,Petrol,Red,Hatchback,1454,696,1100
NG57KDO,2021-05-11,good,13.6,122000,3,none,Audi,Q7,Automatic,Diesel,Grey,SUV,4099,3992,4325
RY06AYO,2021-05-11,poor,14.8,94000,4,partial,Honda,Jazz,Manual,Petrol,Silver,Hatchback,292,270,400
VF15PFY,2021-05-11,good,5.7,76500,1,full,Volkswagen,Golf,Manual,Diesel,Grey,Hatchback,9478,9396,9700
W22KPH,2021-05-11,excellent,7.9,29635,2,partial,Jaguar,F-Type,Automatic,Petrol,Black,Convertible,25251,25335,26500
AF64SYJ,2021-05-11,average,6.6,68000,2,none,BMW,1 Series,Manual,Petrol,Blue,Hatchback,5576,5213,5600
AO59XOW,2021-05-11,good,11.4,125000,3,partial,Ford,Fiesta,Manual,Diesel,Red,Hatchback,697,585,900
FM65LJO,2021-05-11,excellent,5.2,146000,2,full,Ford,Mondeo,Manual,Diesel,Blue,Hatchback,3580,3300,3300
WJ10FCU,2021-05-11,good,11.1,54796,0,full,Volkswagen,Polo,Manual,Petrol,Black,Hatchback,2876,2564,3125
TF07WDU,2021-05-11,excellent,13.7,78888,1,full,Mazda,Mazda6,Manual,Petrol,Blue,Hatchback,323,870,600
PK11KJJ,2021-05-11,poor,10,136000,1,full,Land Rover,Range Rover,Automatic,Petrol,Grey,SUV,10114,9685,8750
RG59DCG,2021-05-11,poor,11.6,142500,4,partial,Land Rover,Discovery 4,Automatic,Diesel,Silver,SUV,6730,5532,5500
MW10OCO,2021-05-11,poor,10.9,70000,1,full,Fiat,Punto Evo,Manual,Petrol,Blue,Hatchback,616,413,525
BJ60ERY,2021-05-11,average,10.5,166500,1,partial,Volkswagen,Golf,Manual,Diesel,White,Hatchback,1089,812,1500
MF07FVU,2021-05-11,good,14.1,56000,3,full,BMW,1 Series,Manual,Petrol,Grey,Hatchback,1464,1118,1700
WF62HFK,2021-05-11,good,8.6,64000,2,full,Toyota,Yaris,Manual,Petrol,Red,Hatchback,2920,2348,2875
CX59DOA,2021-05-11,good,11.4,127000,1,partial,BMW,X1,Automatic,Diesel,Silver,SUV,3107,2693,3025
FR62CZV,2021-05-11,poor,8.3,110000,3,partial,Audi,A3,Manual,Diesel,Grey,Hatchback,2699,1784,2225
HT15UGD,2021-05-11,good,5.8,33100,1,partial,Renault,Clio,Manual,Petrol,Silver,Hatchback,4013,3599,4175
R25SWT,2021-05-11,average,5.5,60000,2,full,Hyundai,Tucson,Manual,Diesel,Grey,SUV,7894,7385,7100
KR58OCP,2021-05-11,good,12.4,116000,3,partial,Mercedes-Benz,C Class,Automatic,Petrol,Black,Saloon,1876,1917,2250
EO11JKE,2021-05-11,poor,9.9,81865,3,full,Hyundai,i10,Manual,Petrol,Silver,Hatchback,919,391,675
DA59AJY,2021-05-11,average,11.5,103573,1,none,Audi,A5 Cabriolet,Manual,Diesel,Black,Convertible,3977,3755,4150
DG11DCU,2021-05-11,average,10.2,96000,2,partial,Mercedes-Benz,C Class,Automatic,Diesel,White,Saloon,3733,2806,3750
KP13BGO,2021-05-11,good,8.1,114000,2,partial,Audi,A1,Manual,Diesel,White,Hatchback,3491,2753,3750
YT14OVK,2021-05-11,good,7.2,68500,1,partial,Fiat,500L,Manual,Diesel,Green,MPV,3045,2596,3100
CV58FHX,2021-05-11,good,12.3,111000,3,partial,Vauxhall,Insignia,Manual,Diesel,Black,Hatchback,333,540,775
BN10EFG,2021-05-11,average,11.1,119000,2,none,Vauxhall,Astra,Manual,Petrol,Black,Hatchback,698,413,500
SW10BXM,2021-05-11,good,11,65000,2,partial,Renault,Clio,Manual,Petrol,White,Hatchback,985,736,1375
RV65FZE,2021-05-11,good,5.6,90100,2,partial,BMW,3 Series,Manual,Diesel,Blue,Saloon,7029,6544,7200
MJ11RYT,2021-05-11,average,10,77000,1,partial,Ford,Mondeo,Manual,Diesel,Red,Estate,2722,1966,2250
BN62BWE,2021-05-11,average,8.7,88000,1,full,Honda,Jazz,Manual,Petrol,Brown,Hatchback,2154,1396,1950
PN09XEJ,2021-05-11,good,12.2,160000,4,none,Nissan,Qashqai,Manual,Diesel,Beige,Hatchback,534,585,925
BJ13HRM,2021-05-11,good,8,32800,2,none,Ford,B-Max,Automatic,Petrol,Silver,MPV,3839,3248,3775
KN10XDY,2021-05-11,average,11.1,84000,1,full,SEAT,Ibiza,Manual,Petrol,Silver,Hatchback,1142,1033,1475
MA64UKY,2021-05-11,poor,6.5,60000,2,partial,Fiat,Punto,Manual,Petrol,Black,Hatchback,1759,898,1450
SF13ZXA,2021-05-11,good,8.2,67000,1,full,Volvo,XC70,Automatic,Diesel,Green,Estate,10253,10045,9600
BF58JEO,2021-05-11,poor,12.7,104583,0,partial,Ford,Focus,Manual,Diesel,Blue,Hatchback,600,334,625
SV56YPZ,2021-05-11,average,14.6,89915,3,partial,Toyota,RAV4,Manual,Diesel,Green,SUV,2196,1585,2000
AJ09OCM,2021-05-11,poor,12,65000,1,full,Vauxhall,Corsa,Manual,Petrol,Black,Hatchback,821,511,725
NNZ9216,2021-05-11,average,11.2,122753,2,partial,Volkswagen,Polo,Manual,Diesel,Black,Hatchback,1323,740,1350
MF63HHJ,2021-05-11,average,7.7,41000,2,partial,Ford,Fiesta,Manual,Petrol,White,Hatchback,3818,3109,3875
YY12OVU,2021-05-11,poor,8.9,130125,1,none,Toyota,Yaris,Manual,Petrol,White,Hatchback,1533,619,1225
MH15LHK,2021-05-11,average,5.9,172000,1,full,Audi,A6 Avant,Automatic,Diesel,Black,Estate,5807,4802,5450
MX63ZPE,2021-05-11,average,7.7,53000,2,none,Ford,Fiesta,Manual,Petrol,Red,Hatchback,3457,2511,3300
AO56KSE,2021-05-11,poor,14.6,180000,3,none,Ford,Galaxy,Manual,Diesel,Grey,MPV,150,295,400
LS59AOO,2021-05-11,average,11.6,60808,1,partial,SEAT,Ibiza,Manual,Diesel,Yellow,Hatchback,2131,1585,1750
EJ59XEA,2021-05-11,good,11.4,65600,1,full,SKODA,Fabia,Automatic,Petrol,Silver,Estate,1698,1462,2200
HW59KPZ,2021-05-11,excellent,11.4,71000,4,full,Volkswagen,Polo,Manual,Petrol,Blue,Hatchback,2688,2785,2550
KG06ZRA,2021-05-11,poor,15,136105,0,none,Ford,Focus,Manual,Diesel,Red,Hatchback,150,50,225
KR09HTU,2021-05-11,good,11.9,126000,3,partial,Vauxhall,Insignia,Manual,Diesel,Silver,Hatchback,401,540,750
BF10KZZ,2021-05-11,average,11,128000,4,partial,Ford,Fiesta,Manual,Diesel,Black,Hatchback,913,595,975
FH62NSJ,2021-05-11,good,8.3,60000,1,partial,SEAT,Ibiza,Manual,Petrol,Grey,Hatchback,3109,2804,3425
LM15HMX,2021-05-11,good,6.1,35000,0,none,Ford,Ka,Manual,Petrol,Blue,Hatchback,2620,2187,2475
SC09LHR,2021-05-12,average,11.9,50000,1,partial,Ford,C-Max,Manual,Petrol,Black,MPV,1723,1070,1525
LB58LUY,2021-05-12,poor,12.3,36680,1,full,Vauxhall,Corsa,Manual,Petrol,Silver,Hatchback,1153,655,850
MJ04SHJ,2021-05-12,excellent,7.3,50641,2,partial,Audi,A4,Manual,Diesel,White,Saloon,8785,9440,10350
SF15JZZ,2021-05-12,good,5.8,61057,1,partial,Volkswagen,Scirocco,Manual,Diesel,Red,Coupe,8810,8666,8700
AD59NNC,2021-05-12,good,11.3,76000,1,full,BMW,3 Series,Manual,Petrol,Grey,Saloon,2469,2348,2700
ND10EYW,2021-05-12,poor,11,89650,2,full,Ford,Ka,Manual,Petrol,Red,Hatchback,945,462,825
SV11UYR,2021-05-12,excellent,10.2,89000,2,full,Audi,A6 Saloon,Manual,Diesel,Grey,Saloon,4242,4240,4475
LK63XPS,2021-05-12,good,7.7,72000,2,partial,Mercedes-Benz,E Class,Automatic,Diesel,Blue,Saloon,7755,7320,7850
MT07GNX,2021-05-12,good,14,58000,2,full,MINI,Hatch,Manual,Petrol,Yellow,Hatchback,1471,1029,1525
VU59LSY,2021-05-12,good,11.6,103667,1,full,Volkswagen,Passat,Manual,Diesel,Blue,Saloon,1752,1220,1500
RE59RNO,2021-05-12,average,11.5,147000,2,partial,Honda,Civic,Manual,Diesel,Silver,Hatchback,880,599,950
NA09VNP,2021-05-12,average,12,98367,2,partial,Ford,Mondeo,Manual,Diesel,Silver,Hatchback,837,624,875
WU58UYK,2021-05-12,poor,12.7,46997,3,full,Fiat,500,Manual,Petrol,White,Hatchback,1732,1077,1250
SG61RMX,2021-05-12,average,9.7,109490,3,partial,Kia,Sportage,Manual,Diesel,Silver,SUV,3958,3003,3650
GK10BCU,2021-05-12,average,11.1,94000,3,partial,Toyota,RAV4,Manual,Diesel,Grey,SUV,3329,2448,3250
AK62TKJ,2021-05-12,good,8.5,111000,1,full,Ford,Focus,Manual,Diesel,White,Hatchback,2546,2360,2875
AK64MMF,2021-05-12,poor,6.5,37500,1,partial,Kia,Picanto,Manual,Petrol,White,Hatchback,3609,2694,2700
WV14FBO,2021-05-12,good,7.2,82000,1,none,BMW,4 Series,Automatic,Diesel,Silver,Coupe,9587,9102,9600
KM11OBZ,2021-05-12,good,9.9,171689,4,partial,Audi,A3,Manual,Diesel,Black,Hatchback,1497,1396,1750
TK07HBM,2021-05-12,average,13.8,65000,4,partial,BMW,1 Series,Automatic,Petrol,Red,Hatchback,2436,1351,1975
OE65NVC,2021-05-12,excellent,5.4,39700,1,full,Fiat,500,Manual,Petrol,Red,Hatchback,4177,5000,4475
SK15PYF,2021-05-12,good,6.1,108000,2,full,SKODA,Octavia,Manual,Diesel,Blue,Hatchback,4059,4350,4375
RV07NPK,2021-05-12,good,14.2,60000,1,full,Honda,Civic,Manual,Petrol,Blue,Hatchback,1472,1019,1550
HV11TWP,2021-05-12,good,9.9,85405,1,partial,Citroen,C3,Manual,Petrol,Beige,Hatchback,985,669,925
GJ13XLN,2021-05-12,poor,7.9,41000,1,partial,Vauxhall,Corsa,Manual,Petrol,White,Hatchback,2313,1734,2075
YD10UDV,2021-05-12,average,11,108000,4,none,Vauxhall,Insignia,Manual,Petrol,White,Hatchback,432,454,750
EA07OCL,2021-05-12,good,14.1,44000,1,full,Mercedes-Benz,B Class,Automatic,Diesel,Black,Hatchback,2311,1664,2000
FP10BTX,2021-05-12,average,11.1,92000,0,none,Volkswagen,Golf,Manual,Petrol,Silver,Hatchback,2189,1553,2125
EX09YSN,2021-05-12,average,12.2,76500,1,none,Ford,Fiesta,Manual,Petrol,Black,Hatchback,1525,1021,1475
M18LRJ,2021-05-12,poor,10.1,100000,2,partial,Volkswagen,Polo,Manual,Diesel,Silver,Hatchback,1930,1168,1600
VO65OWW,2021-05-12,good,5.6,63300,1,full,Toyota,AYGO,Manual,Petrol,Blue,Hatchback,3676,3567,3700
VV14ALL,2021-05-12,good,5.5,77000,4,partial,Volvo,XC90,Automatic,Diesel,Blue,SUV,21904,20526,20900
DG58NWF,2021-05-12,poor,12.7,130000,1,partial,Audi,A3,Manual,Petrol,Silver,Hatchback,623,491,825
EX13AEP,2021-05-12,average,8.2,55000,2,full,Ford,Focus,Manual,Petrol,Blue,Hatchback,7534,2177,6750
DG15LKA,2021-05-12,good,6.1,111000,2,none,Audi,A4 Avant,Automatic,Diesel,Blue,Estate,5430,4820,5750
LR62KYY,2021-05-12,average,8.6,68250,3,full,BMW,3 Series,Automatic,Diesel,Grey,Estate,6918,6281,5650
GY61UGP,2021-05-12,excellent,9.4,60000,3,full,Volkswagen,Polo,Manual,Diesel,Silver,Hatchback,3154,3500,3175
V9RKM,2021-05-12,good,5.7,49000,4,full,BMW,3 Series,Automatic,Diesel,Red,Saloon,11894,10915,10700
LV61JVG,2021-05-12,average,9.5,100500,1,full,Land Rover,Freelander 2,Manual,Diesel,Grey,SUV,5287,4432,5150
